"date","hour","tempC","precip","solar","relhum","soil_moisture","soil_temp"
20220327,1000,-2.4,0.6,349,77,0.411,3.3
20220327,1100,-2.8,0,483,70,0.41,3.2
20220327,1200,-1.8,0.2,567,69,0.411,3.2
20220327,1300,-2.8,0.2,356,67,0.411,3.1
20220327,1400,-3,0.4,305,72,0.412,3.2
20220327,1500,-3.2,0.4,351,72,0.413,3.1
20220327,1600,-4.3,0.2,185,69,0.413,3
20220327,1700,-4.9,0,100,65,0.413,3
20220327,1800,-5.5,0,30,64,0.412,3
20220327,1900,-5.7,0,3,60,0.412,2.9
20220327,2000,-7.4,0.7,0,61,0.41,2.9
20220327,2100,-8,1.1,0,72,0.41,2.9
20220327,2200,-8.4,0,0,73,0.41,2.8
20220327,2300,-8.5,0,0,61,0.409,2.8
20220328,0,-9.1,0,0,57,0.408,2.7
20220328,100,-9.5,0,0,56,0.407,2.7
20220328,200,-9.6,0,0,54,0.407,2.7
20220328,300,-9.6,0,0,54,0.406,2.7
20220328,400,-10,0,0,58,0.404,2.6
20220328,500,-9.7,0,0,59,0.403,2.6
20220328,600,-9.9,0,0,58,0.403,2.6
20220328,700,-9.4,0,49,57,0.403,2.6
20220328,800,-10.3,0.2,128,57,0.403,2.5
20220328,900,-9.3,0,304,64,0.398,2.5
20220328,1000,-9.4,0,406,53,0.393,2.4
20220328,1100,-8.9,0,436,56,0.392,2.4
20220328,1200,-8.3,0,570,51,0.391,2.4
20220328,1300,-8.4,0,489,51,0.392,2.4
20220328,1400,-9.2,0,570,50,0.392,2.3
20220328,1500,-9.1,0,350,57,0.39,2.3
20220328,1600,-9.1,0,270,56,0.389,2.3
20220328,1700,-9.4,0,124,57,0.388,2.3
20220328,1800,-9.1,0,45,62,0.387,2.3
20220328,1900,-9.3,0.8,0,68,0.386,2.3
20220328,2000,-9.1,0,0,72,0.384,2.3
20220328,2100,-9.1,0,0,70,0.384,2.2
20220328,2200,-8.9,0,0,71,0.383,2.2
20220328,2300,-8.7,0.2,0,72,0.382,2.2
20220329,0,-8.6,0,0,73,0.381,2.1
20220329,100,-8.4,0,0,74,0.38,2.2
20220329,200,-8.3,0,0,74,0.379,2.1
20220329,300,-8.3,0,0,74,0.379,2.1
20220329,400,-8.3,0,0,74,0.377,2.1
20220329,500,-8.3,0,0,74,0.377,2.1
20220329,600,-8.4,0,0,74,0.374,2
20220329,700,-8.1,0,46,75,0.373,2
20220329,800,-7.5,0.3,151,76,0.373,2
20220329,900,-6.3,0,279,76,0.372,2
20220329,1000,-5.5,0,498,70,0.372,2
20220329,1100,-4.3,0,587,57,0.371,2
20220329,1200,-4.4,0,651,50,0.371,2
20220329,1300,-3.3,0,796,44,0.371,2
20220329,1400,-3.2,0,615,40,0.371,2
20220329,1500,-2.7,0,670,42,0.372,2
20220329,1600,-2.1,0,536,46,0.372,2
20220329,1700,-2.1,0,372,45,0.371,2
20220329,1800,-2.7,0,143,46,0.372,2
20220329,1900,-3.7,0,3,48,0.372,2
20220329,2000,-5.4,0,0,51,0.372,1.9
20220329,2100,-6.9,0,0,58,0.372,1.9
20220329,2200,-7.7,0,0,64,0.371,1.9
20220329,2300,-9.1,0,0,67,0.371,1.9
20220330,0,-10.2,0,0,69,0.37,1.8
20220330,100,-10.4,0,0,71,0.369,1.8
20220330,200,-11.3,0,0,74,0.368,1.7
20220330,300,-11.3,0,0,75,0.367,1.6
20220330,400,-11.3,0,0,76,0.366,1.6
20220330,500,-11.1,0,0,77,0.366,1.6
20220330,600,-10.3,0,0,78,0.364,1.6
20220330,700,-9.1,0,33,78,0.364,1.6
20220330,800,-6.3,0,139,77,0.363,1.5
20220330,900,-2.8,0,288,68,0.363,1.5
20220330,1000,-1.9,0,199,56,0.363,1.4
20220330,1100,-0.7,0,343,50,0.363,1.4
20220330,1200,0,0,243,45,0.363,1.4
20220330,1300,0.4,0,133,44,0.363,1.5
20220330,1400,1.4,0,314,44,0.363,1.4
20220330,1500,1.8,0,151,46,0.363,1.4
20220330,1600,2.4,0,141,47,0.363,1.4
20220330,1700,3.1,0,137,49,0.364,1.4
20220330,1800,4,0,98,48,0.364,1.4
20220330,1900,3.4,0,1,50,0.364,1.4
20220330,2000,3.3,0,0,51,0.364,1.4
20220330,2100,3.5,0,0,49,0.365,1.4
20220330,2200,3.7,0,0,50,0.365,1.4
20220330,2300,3.7,0,0,53,0.365,1.4
20220331,0,3.9,0,0,55,0.365,1.4
20220331,100,4.5,0,0,56,0.365,1.4
20220331,200,4.5,0,0,59,0.365,1.4
20220331,300,4.6,0,0,61,0.365,1.4
20220331,400,4.7,0,0,65,0.366,1.4
20220331,500,4.9,0,0,67,0.368,1.4
20220331,600,6.4,0,0,70,0.371,1.4
20220331,700,7.7,0,19,73,0.377,1.4
20220331,800,8.9,0,53,75,0.385,1.4
20220331,900,11,0,131,76,0.399,1.5
20220331,1000,13.8,0,167,76,0.41,1.7
20220331,1100,14.5,0,168,75,0.41,2.1
20220331,1200,16,0,132,74,0.41,2.5
20220331,1300,16.8,0,174,65,0.409,2.9
20220331,1400,16.1,0.4,108,72,0.408,3.4
20220331,1500,15.7,5.6,18,73,0.41,3.9
20220331,1600,16,0.8,67,74,0.421,4.3
20220331,1700,15.3,0,20,74,0.424,4.7
20220331,1800,14.6,0,28,78,0.425,5.1
20220331,1900,12.1,0,2,77,0.425,5.3
20220331,2000,10.8,0,0,75,0.425,5.4
20220331,2100,9.5,0,0,78,0.426,5.4
20220331,2200,7.5,0,0,76,0.426,5.4
20220331,2300,6.2,0,0,71,0.426,5.3
20220401,0,5.7,0,0,71,0.426,5.3
20220401,100,5.3,0,0,71,0.425,5.1
20220401,200,4.2,0,0,70,0.424,5
20220401,300,3.5,0,0,75,0.424,4.8
20220401,400,2.4,0,0,80,0.422,4.7
20220401,500,2.6,0,0,83,0.418,4.5
20220401,600,2.4,0,0,84,0.417,4.3
20220401,700,3.4,0.2,3,84,0.414,4.2
20220401,800,2.3,1.2,34,85,0.414,4.2
20220401,900,3.4,0.2,153,83,0.417,4.1
20220401,1000,3.6,0,253,78,0.417,4.2
20220401,1100,4.3,0,309,71,0.417,4.3
20220401,1200,2.7,1,247,71,0.417,4.4
20220401,1300,2.4,0.8,249,79,0.419,4.5
20220401,1400,2.6,0.2,318,71,0.421,4.7
20220401,1500,3.3,0.3,260,67,0.421,4.7
20220401,1600,2.8,0,169,58,0.421,4.7
20220401,1700,1.1,0,76,60,0.42,4.7
20220401,1800,1.3,0.3,11,68,0.42,4.5
20220401,1900,1.2,0,0,63,0.42,4.3
20220401,2000,0.8,0,0,61,0.419,4.1
20220401,2100,0.5,0,0,62,0.418,3.9
20220401,2200,0.2,0,0,63,0.417,3.7
20220401,2300,-0.1,0,0,62,0.414,3.5
20220402,0,-0.6,0,0,64,0.413,3.3
20220402,100,-0.8,0,0,64,0.413,3.2
20220402,200,-1.1,0,0,63,0.411,3
20220402,300,-1.5,0,0,65,0.41,2.9
20220402,400,-1.7,0,0,65,0.407,2.8
20220402,500,-1.7,0,0,63,0.406,2.6
20220402,600,-1.9,0,0,65,0.404,2.5
20220402,700,-1.8,0,12,65,0.403,2.4
20220402,800,-1.6,0,73,65,0.402,2.3
20220402,900,-0.8,0,214,62,0.401,2.3
20220402,1000,0.2,0,282,59,0.401,2.2
20220402,1100,0.7,0,384,58,0.402,2.4
20220402,1200,1.5,0,597,56,0.402,2.6
20220402,1300,2.3,0,789,54,0.401,3
20220402,1400,3.3,0,770,50,0.4,3.7
20220402,1500,4.8,0,673,47,0.398,4.4
20220402,1600,5.2,0,501,45,0.395,5
20220402,1700,5.1,0,278,43,0.394,5.3
20220402,1800,4.3,0,71,44,0.394,5.4
20220402,1900,2.3,0,2,51,0.393,5.3
20220402,2000,1.7,0,0,64,0.389,5.1
20220402,2100,1.9,0,0,67,0.387,4.8
20220402,2200,0.2,0,0,67,0.386,4.6
20220402,2300,-0.7,0,0,72,0.386,4.4
20220403,0,1.5,0,0,72,0.385,4.2
20220403,100,1.5,0,0,65,0.385,4
20220403,200,1.5,0,0,62,0.383,3.9
20220403,300,2,0,0,61,0.382,3.8
20220403,400,2.1,0,0,59,0.382,3.7
20220403,500,0.8,0.4,0,68,0.382,3.5
20220403,600,0.6,0.5,0,80,0.382,3.4
20220403,700,0.2,1.7,2,84,0.382,3.3
20220403,800,0.4,0.8,36,87,0.382,3.2
20220403,900,0.9,0.3,85,88,0.384,3.1
20220403,1000,1.5,0.4,112,88,0.391,3.1
20220403,1100,3,0.2,241,87,0.4,3.1
20220403,1200,3.4,0,111,84,0.4,3.3
20220403,1300,3.7,0,205,82,0.4,3.5
20220403,1400,2.1,0.4,234,80,0.4,3.7
20220403,1500,1.7,0,265,81,0.4,3.9
20220403,1600,1,0,150,80,0.4,4
20220403,1700,0.6,0.2,114,81,0.399,4
20220403,1800,0.3,0,29,82,0.399,3.9
20220403,1900,0.3,0.3,0,83,0.398,3.9
20220403,2000,0.2,0.3,0,83,0.399,3.7
20220403,2100,0.4,0,0,84,0.399,3.6
20220403,2200,0.6,0,0,83,0.398,3.4
20220403,2300,0.7,0,0,84,0.398,3.3
20220404,0,0.8,0,0,84,0.398,3.2
20220404,100,0.8,0,0,84,0.398,3.1
20220404,200,0.9,0,0,84,0.398,3
20220404,300,0.9,0,0,84,0.398,3
20220404,400,0.7,0,0,84,0.398,2.9
20220404,500,0.6,0,0,83,0.397,2.9
20220404,600,0.5,0,0,83,0.397,2.8
20220404,700,0.4,0,7,82,0.396,2.8
20220404,800,0.2,0,33,81,0.396,2.8
20220404,900,0.5,0,121,80,0.396,2.8
20220404,1000,1.1,0,131,79,0.395,2.8
20220404,1100,1.5,0,157,77,0.395,2.9
20220404,1200,1.8,0,239,75,0.393,3.1
20220404,1300,3.4,0,318,72,0.389,3.3
20220404,1400,4,0,428,67,0.388,3.6
20220404,1500,4.8,0,500,62,0.386,4
20220404,1600,5.3,0,231,59,0.386,4.3
20220404,1700,5.3,0,138,58,0.384,4.6
20220404,1800,5.4,0,97,57,0.383,4.8
20220404,1900,2.8,0,10,62,0.382,4.8
20220404,2000,2.6,0,0,70,0.381,4.6
20220404,2100,1.6,0,0,74,0.38,4.5
20220404,2200,0.5,0,0,78,0.378,4.3
20220404,2300,0.3,0,0,81,0.377,4.1
20220405,0,0.3,0,0,82,0.376,3.9
20220405,100,0.6,0,0,82,0.376,3.8
20220405,200,1,0,0,81,0.376,3.8
20220405,300,1.2,0,0,79,0.375,3.6
20220405,400,0.9,0,0,77,0.374,3.5
20220405,500,0,0,0,77,0.374,3.4
20220405,600,-0.4,0,1,77,0.373,3.3
20220405,700,1,0,38,78,0.373,3.2
20220405,800,3.5,0,165,74,0.373,3.1
20220405,900,6.4,0,342,62,0.372,3.1
20220405,1000,9.4,0,478,50,0.371,3.4
20220405,1100,11.8,0,737,43,0.37,3.8
20220405,1200,13.4,0,834,39,0.369,4.4
20220405,1300,14.5,0,847,37,0.368,5.2
20220405,1400,15.8,0,856,34,0.367,6
20220405,1500,16.4,0,690,32,0.366,6.8
20220405,1600,15.8,0,410,31,0.365,7.4
20220405,1700,15.4,0,185,32,0.364,7.7
20220405,1800,13.8,0,72,36,0.363,7.8
20220405,1900,11.1,0,3,42,0.363,7.7
20220405,2000,9.2,0,0,54,0.362,7.4
20220405,2100,9.9,0,0,55,0.362,7.2
20220405,2200,9.5,0,0,54,0.362,7
20220405,2300,8.6,0,0,56,0.361,6.8
20220406,0,8.7,0,0,54,0.361,6.6
20220406,100,8,0,0,55,0.361,6.4
20220406,200,7.6,0,0,57,0.36,6.2
20220406,300,7.1,0,0,56,0.36,6.1
20220406,400,6.7,0,0,62,0.359,6
20220406,500,6.3,0,0,67,0.359,5.9
20220406,600,6.6,0,0,73,0.359,5.8
20220406,700,6.9,0,25,73,0.359,5.7
20220406,800,7.7,0.2,52,71,0.358,5.7
20220406,900,9.7,0,273,71,0.358,5.7
20220406,1000,12,0,420,71,0.358,5.9
20220406,1100,12.1,0,364,66,0.357,6.3
20220406,1200,12.5,0,285,66,0.357,6.6
20220406,1300,14,0,526,65,0.356,6.9
20220406,1400,15.2,0,565,60,0.356,7.3
20220406,1500,15,0,406,57,0.355,7.8
20220406,1600,15.3,0,224,56,0.355,8.1
20220406,1700,14.5,0,82,56,0.354,8.3
20220406,1800,13.5,0,19,60,0.354,8.3
20220406,1900,11.4,0,6,65,0.354,8.3
20220406,2000,9.9,0,0,71,0.354,8.2
20220406,2100,9.6,0,0,75,0.354,8
20220406,2200,9.4,0,0,75,0.354,7.9
20220406,2300,9,0.2,0,77,0.354,7.7
20220407,0,8.5,0.7,0,80,0.353,7.6
20220407,100,8.7,0.2,0,82,0.354,7.5
20220407,200,8.8,0,0,82,0.355,7.4
20220407,300,8.5,1,0,82,0.355,7.3
20220407,400,8.4,0.9,0,84,0.356,7.2
20220407,500,8.4,0.6,0,84,0.36,7.2
20220407,600,8.6,0,0,84,0.363,7.2
20220407,700,8.5,0,0,83,0.363,7.1
20220407,800,8.6,0.3,11,83,0.364,7.1
20220407,900,8.6,1.6,44,84,0.364,7.1
20220407,1000,8.9,1.3,77,86,0.371,7.1
20220407,1100,8.7,1.5,83,86,0.38,7.1
20220407,1200,8.4,3,107,85,0.39,7.2
20220407,1300,8.1,2.9,104,85,0.397,7.3
20220407,1400,7.4,4.1,69,85,0.409,7.3
20220407,1500,7.7,2.4,91,86,0.417,7.4
20220407,1600,7.4,2,57,86,0.422,7.4
20220407,1700,6.5,2.7,28,87,0.424,7.4
20220407,1800,6.2,2,5,87,0.425,7.3
20220407,1900,5.7,2.2,0,87,0.426,7.2
20220407,2000,5.5,1.5,0,86,0.427,7.1
20220407,2100,5.3,2,0,86,0.427,6.9
20220407,2200,5.1,1.8,0,86,0.428,6.9
20220407,2300,5.1,0.2,0,87,0.428,6.7
20220408,0,5.2,0.2,0,88,0.429,6.6
20220408,100,5.1,0.2,0,88,0.429,6.5
20220408,200,4.9,0,0,88,0.43,6.5
20220408,300,4.9,0,0,88,0.43,6.3
20220408,400,4.8,0,0,86,0.43,6.3
20220408,500,4.9,0,0,85,0.432,6.2
20220408,600,5,0,0,84,0.432,6.1
20220408,700,5.2,0,30,81,0.433,6
20220408,800,5.8,0,166,75,0.433,6
20220408,900,5.9,0,142,68,0.433,6.1
20220408,1000,7.9,0,647,63,0.433,6.2
20220408,1100,9.6,0,704,52,0.434,6.5
20220408,1200,9.9,0,512,47,0.434,7.1
20220408,1300,10.3,0,333,42,0.434,7.5
20220408,1400,10.8,0,388,39,0.435,7.9
20220408,1500,9.3,0,169,38,0.435,8.1
20220408,1600,10.8,0,314,44,0.435,8.2
20220408,1700,7.1,0,135,44,0.435,8.3
20220408,1800,7.3,0,90,60,0.433,8.3
20220408,1900,5.4,0,8,67,0.433,8.1
20220408,2000,5.3,0,0,76,0.43,8
20220408,2100,6,0,0,75,0.43,7.7
20220408,2200,4.8,0,0,75,0.429,7.5
20220408,2300,4.6,0,0,79,0.427,7.3
20220409,0,4.9,0,0,79,0.424,7.1
20220409,100,3.5,0,0,78,0.422,6.9
20220409,200,3.9,0,0,81,0.421,6.7
20220409,300,3.3,0,0,82,0.42,6.6
20220409,400,3.2,0,0,82,0.418,6.4
20220409,500,2.4,0,0,82,0.417,6.3
20220409,600,2.1,0,0,85,0.417,6.1
20220409,700,2.7,0,43,87,0.416,6
20220409,800,4.8,0,79,85,0.416,5.9
20220409,900,4.9,0,95,75,0.415,5.9
20220409,1000,4.5,0,81,74,0.414,6
20220409,1100,4,0,148,78,0.414,6
20220409,1200,5.3,0.2,319,81,0.413,6.1
20220409,1300,5.8,0.2,431,78,0.413,6.3
20220409,1400,7.1,0,464,70,0.413,6.6
20220409,1500,7,0.4,290,66,0.413,7.1
20220409,1600,8,0,426,59,0.412,7.3
20220409,1700,5.9,0,90,54,0.411,7.5
20220409,1800,5.7,0.3,39,65,0.409,7.5
20220409,1900,5.2,0,4,65,0.407,7.4
20220409,2000,3.4,0,0,69,0.406,7.3
20220409,2100,3.3,0,0,76,0.406,7
20220409,2200,3.2,0,0,77,0.404,6.7
20220409,2300,3.1,0,0,76,0.403,6.4
20220410,0,2.8,0,0,74,0.402,6.3
20220410,100,1.4,0,0,66,0.401,6.1
20220410,200,1.2,0,0,64,0.4,6
20220410,300,1,0,0,66,0.399,5.7
20220410,400,0.6,0,0,67,0.398,5.5
20220410,500,0.6,0,0,67,0.398,5.3
20220410,600,0.6,0,0,68,0.397,5.2
20220410,700,0.1,0,23,72,0.397,5
20220410,800,0.2,0.3,87,77,0.394,4.9
20220410,900,1.4,0,243,77,0.39,4.9
20220410,1000,1.1,0,291,77,0.389,4.9
20220410,1100,1.3,0.3,236,78,0.388,5
20220410,1200,1.7,0.3,264,77,0.389,5.1
20220410,1300,1.9,0,168,72,0.388,5.2
20220410,1400,2,0,132,66,0.388,5.2
20220410,1500,2.5,0,157,62,0.386,5.2
20220410,1600,2.7,0,102,61,0.386,5.2
20220410,1700,2.5,0,29,60,0.385,5.1
20220410,1800,2.2,0,4,61,0.383,5
20220410,1900,2.2,0,0,61,0.382,4.8
20220410,2000,2,0,0,60,0.381,4.7
20220410,2100,2,0,0,61,0.379,4.6
20220410,2200,1.8,0,0,61,0.379,4.5
20220410,2300,1.8,0,0,63,0.377,4.4
20220411,0,1.5,0,0,64,0.376,4.2
20220411,100,0.4,0,0,66,0.375,4.1
20220411,200,-1.4,0,0,73,0.374,4
20220411,300,-2.3,0,0,78,0.374,3.9
20220411,400,-2.7,0,0,81,0.373,3.7
20220411,500,-3.7,0,0,84,0.372,3.5
20220411,600,-3.6,0,1,85,0.371,3.4
20220411,700,-1.5,0,148,86,0.37,3.3
20220411,800,2.5,0,335,84,0.369,3.2
20220411,900,5,0,497,65,0.369,3.1
20220411,1000,6.4,0,575,53,0.37,3.4
20220411,1100,9.2,0,766,48,0.369,3.8
20220411,1200,11.3,0,716,43,0.368,4.5
20220411,1300,12.9,0,630,37,0.367,5.1
20220411,1400,15.1,0,728,35,0.366,5.8
20220411,1500,15.8,0,638,31,0.365,6.4
20220411,1600,15.3,0,258,32,0.364,7
20220411,1700,14.9,0,52,34,0.363,7.3
20220411,1800,13.4,0,12,39,0.362,7.3
20220411,1900,12.4,0,0,42,0.361,7.2
20220411,2000,11.7,0,0,46,0.361,7.1
20220411,2100,9.1,0.4,0,58,0.361,7
20220411,2200,9.3,0,0,71,0.36,6.9
20220411,2300,9.2,0.7,0,74,0.361,6.8
20220412,0,9.2,0.5,0,77,0.362,6.7
20220412,100,9.8,0.3,0,79,0.362,6.7
20220412,200,9.5,0.3,0,79,0.363,6.6
20220412,300,7.9,0,0,80,0.364,6.6
20220412,400,8.1,1.1,0,86,0.365,6.6
20220412,500,9.8,5,0,89,0.379,6.6
20220412,600,8.8,2.6,0,89,0.404,6.6
20220412,700,8.4,1.1,10,86,0.411,6.6
20220412,800,8.9,0,107,87,0.413,6.8
20220412,900,10.2,0,311,86,0.412,6.8
20220412,1000,10.8,0,440,78,0.411,7.1
20220412,1100,12.5,0,723,69,0.409,7.5
20220412,1200,12.7,0,840,62,0.407,8
20220412,1300,13.7,0,818,53,0.405,8.6
20220412,1400,14.4,0,795,45,0.403,9.3
20220412,1500,15.1,0,699,40,0.401,9.9
20220412,1600,15.1,0,557,37,0.399,10.2
20220412,1700,14.8,0,357,35,0.397,10.4
20220412,1800,13.7,0,111,34,0.396,10.4
20220412,1900,10.6,0,16,50,0.393,10.2
20220412,2000,6.1,0,0,62,0.39,9.9
20220412,2100,4.2,0,0,71,0.389,9.5
20220412,2200,4.6,0,0,76,0.389,9.1
20220412,2300,3.4,0,0,77,0.388,8.7
20220413,0,2.6,0,0,78,0.388,8.4
20220413,100,2.4,0,0,79,0.388,8
20220413,200,2.6,0,0,79,0.388,7.7
20220413,300,2.4,0,0,78,0.386,7.4
20220413,400,3.8,0,0,78,0.386,7.2
20220413,500,6,0,0,74,0.384,7
20220413,600,7.4,0,0,65,0.382,7
20220413,700,8.8,0,25,59,0.382,6.9
20220413,800,11.9,0,156,51,0.381,6.9
20220413,900,15.7,0,222,51,0.38,6.9
20220413,1000,18.8,0,583,48,0.379,7.2
20220413,1100,20.9,0,740,42,0.378,7.7
20220413,1200,22.1,0,798,42,0.377,8.4
20220413,1300,23.4,0,591,42,0.375,9.3
20220413,1400,19.1,0.5,171,48,0.373,9.8
20220413,1500,18.9,0,155,63,0.373,10.2
20220413,1600,20.7,0,262,64,0.372,10.3
20220413,1700,20.6,0,110,61,0.372,10.6
20220413,1800,20.1,0,32,52,0.371,10.8
20220413,1900,18.5,0,1,54,0.371,10.8
20220413,2000,15.9,0.4,0,63,0.37,10.7
20220413,2100,14.9,0,0,77,0.37,10.7
20220413,2200,16.1,0,0,80,0.369,10.6
20220413,2300,17.2,0,0,69,0.369,10.5
20220414,0,16,0,0,66,0.368,10.4
20220414,100,16.3,0,0,67,0.368,10.4
20220414,200,17.4,0,0,66,0.367,10.3
20220414,300,14.7,0,0,66,0.368,10.3
20220414,400,13,0,0,73,0.367,10.1
20220414,500,12,0,0,78,0.367,10.1
20220414,600,11.7,0,1,80,0.366,10
20220414,700,14.8,0,92,80,0.365,9.9
20220414,800,20.4,0,321,59,0.365,9.7
20220414,900,21.7,0,467,46,0.364,9.9
20220414,1000,23.5,0,556,41,0.364,10.2
20220414,1100,22.2,0,300,39,0.362,10.8
20220414,1200,20.2,0,88,45,0.361,11
20220414,1300,11.9,2.8,93,64,0.362,11.2
20220414,1400,11.2,0.7,115,76,0.366,11.2
20220414,1500,10.3,0.7,131,76,0.372,11.2
20220414,1600,10.6,0,242,75,0.373,11.1
20220414,1700,10.7,0,143,62,0.375,11.1
20220414,1800,11,0,127,53,0.373,11
20220414,1900,7.9,0,33,52,0.373,10.8
20220414,2000,7.1,0,0,66,0.371,10.6
20220414,2100,4.1,0,0,52,0.37,10.2
20220414,2200,2.8,0,0,62,0.369,9.8
20220414,2300,1.1,0,0,68,0.369,9.5
20220415,0,0.6,0,0,74,0.368,9.1
20220415,100,0,0,0,77,0.367,8.8
20220415,200,0.1,0,0,78,0.366,8.4
20220415,300,0.1,0,0,78,0.366,8.1
20220415,400,-0.5,0,0,77,0.365,7.9
20220415,500,-1.1,0,0,78,0.365,7.5
20220415,600,0,0,4,79,0.365,7.3
20220415,700,3.3,0,147,70,0.365,7.1
20220415,800,9.3,0,345,63,0.364,6.9
20220415,900,11,0,531,38,0.363,7
20220415,1000,12.1,0,660,34,0.363,7.2
20220415,1100,14.5,0,592,29,0.362,7.8
20220415,1200,14.8,0,753,25,0.361,8.2
20220415,1300,14.7,0,416,23,0.36,8.8
20220415,1400,15.9,0,539,26,0.359,9.1
20220415,1500,16.9,0,545,24,0.358,9.4
20220415,1600,16.2,0,179,22,0.357,9.8
20220415,1700,14.9,0,98,27,0.356,9.9
20220415,1800,14.7,0,101,31,0.355,9.8
20220415,1900,11.3,0,2,45,0.355,9.7
20220415,2000,14.1,0,0,40,0.355,9.5
20220415,2100,9.9,0,0,45,0.355,9.4
20220415,2200,8.4,0,0,59,0.354,9.2
20220415,2300,9.2,0,0,63,0.354,9.1
20220416,0,9.9,0,0,54,0.354,9
20220416,100,8.8,0,0,55,0.354,8.8
20220416,200,7.1,0,0,63,0.354,8.6
20220416,300,7.8,0,0,67,0.354,8.5
20220416,400,7,0,0,70,0.354,8.3
20220416,500,9.5,0,0,73,0.353,8.2
20220416,600,8.8,0,0,60,0.353,8.1
20220416,700,5.2,1.1,6,71,0.353,8.1
20220416,800,4,0.5,19,83,0.354,8
20220416,900,3.9,0,41,86,0.355,7.9
20220416,1000,3.7,0.7,64,86,0.357,7.8
20220416,1100,3.6,0.5,99,86,0.357,7.8
20220416,1200,3.2,2,50,85,0.36,7.8
20220416,1300,2.9,3.8,46,85,0.379,7.7
20220416,1400,3,2.7,17,84,0.395,7.5
20220416,1500,2.9,0.6,96,83,0.401,7.4
20220416,1600,3.6,0,113,84,0.401,7.3
20220416,1700,4.1,0,86,84,0.398,7.3
20220416,1800,4.3,0,96,83,0.396,7.3
20220416,1900,3.9,0,6,83,0.395,7.3
20220416,2000,3.9,0,0,86,0.392,7.2
20220416,2100,3,0,0,83,0.39,7.2
20220416,2200,2.1,0,0,70,0.39,7
20220416,2300,0.9,0,0,70,0.389,6.8
20220417,0,0.7,0,0,75,0.388,6.6
20220417,100,-0.4,0,0,68,0.387,6.4
20220417,200,-1.2,0,0,62,0.387,6.2
20220417,300,-1.8,0,0,65,0.386,6
20220417,400,-1.7,0,0,68,0.384,5.7
20220417,500,-2,0,0,69,0.381,5.5
20220417,600,-2,0,9,68,0.38,5.3
20220417,700,-1.3,0,122,68,0.379,5.2
20220417,800,-1,0,132,68,0.378,5
20220417,900,-0.8,0,308,67,0.377,4.9
20220417,1000,-0.2,0,292,68,0.377,5
20220417,1100,0.6,0,479,64,0.376,5.1
20220417,1200,2.6,0,735,60,0.375,5.4
20220417,1300,3.2,0,500,51,0.373,5.8
20220417,1400,3.9,0,411,50,0.372,6.1
20220417,1500,4.3,0,567,40,0.371,6.3
20220417,1600,4.7,0,553,39,0.37,6.6
20220417,1700,4.1,0,332,38,0.368,6.8
20220417,1800,4,0,154,39,0.367,6.8
20220417,1900,1.7,0,27,42,0.366,6.7
20220417,2000,-0.8,0,0,54,0.365,6.5
20220417,2100,-2.1,0,0,65,0.364,6.1
20220417,2200,-2.4,0,0,70,0.364,5.8
20220417,2300,-3.1,0,0,75,0.363,5.5
20220418,0,-3.5,0,0,78,0.362,5.3
20220418,100,-4,0,0,80,0.361,5
20220418,200,-4.3,0,0,80,0.362,4.8
20220418,300,-5.1,0,0,80,0.361,4.6
20220418,400,-5.5,0,0,81,0.36,4.4
20220418,500,-5.2,0,0,81,0.359,4.1
20220418,600,-5.4,0,9,81,0.358,4
20220418,700,-1.9,0,158,80,0.358,3.8
20220418,800,2.3,0,370,73,0.357,3.7
20220418,900,4.8,0,542,56,0.358,3.7
20220418,1000,6.6,0,672,45,0.359,3.9
20220418,1100,7.8,0,687,39,0.358,4.4
20220418,1200,8.9,0,511,35,0.358,4.9
20220418,1300,9.1,0,493,32,0.357,5.3
20220418,1400,8.3,0,288,33,0.356,5.5
20220418,1500,8.2,0,169,34,0.356,5.7
20220418,1600,8.2,0,209,34,0.355,5.8
20220418,1700,4,0,71,40,0.355,5.7
20220418,1800,0.9,1.3,5,69,0.354,5.7
20220418,1900,0.5,1.7,0,83,0.354,5.5
20220418,2000,0.5,1.2,0,87,0.356,5.3
20220418,2100,0.3,1.5,0,88,0.357,5.1
20220418,2200,0.3,2.4,0,89,0.359,4.9
20220418,2300,0.3,1.6,0,90,0.359,4.8
20220419,0,0.2,1.6,0,91,0.36,4.7
20220419,100,0.3,1.9,0,90,0.361,4.6
20220419,200,0.2,2.6,0,91,0.363,4.5
20220419,300,-0.1,3.1,0,91,0.366,4.5
20220419,400,0.1,2.1,0,92,0.367,4.4
20220419,500,0.2,2.6,0,92,0.369,4.3
20220419,600,0,1.8,0,92,0.369,4.3
20220419,700,0,0.8,2,91,0.37,4.2
20220419,800,-0.1,0.4,19,90,0.37,4.1
20220419,900,0.4,0.4,65,87,0.371,4.1
20220419,1000,0.5,0.2,139,84,0.372,4.1
20220419,1100,0.8,0,133,79,0.372,4
20220419,1200,1.1,0,134,75,0.372,4
20220419,1300,1.5,0,281,73,0.373,4
20220419,1400,2.4,0,370,72,0.373,4
20220419,1500,2.5,0,223,68,0.373,4
20220419,1600,2.5,0,224,71,0.373,3.9
20220419,1700,2.6,0,110,69,0.373,3.9
20220419,1800,2,0,38,66,0.374,3.9
20220419,1900,1.5,0,2,70,0.375,3.8
20220419,2000,1.2,0.4,0,73,0.375,3.8
20220419,2100,1.7,0,0,75,0.375,3.7
