"name","marathon","year","date","time","time_minutes","vaporfly","sex"
"REBECCA (BECKY) WADE","Chicago Marathon",2017,"2017-10-08","2:35:46",155.766666666667,FALSE,"female"
"DOT MCMAHAN","Chicago Marathon",2017,"2017-10-08","2:37:08",157.133333333333,FALSE,"female"
"KIMI REED","Chicago Marathon",2017,"2017-10-08","2:38:19",158.316666666667,FALSE,"female"
"SARAH CROUCH","Chicago Marathon",2017,"2017-10-08","2:38:27",158.45,FALSE,"female"
"JESSICA DRASKAU PETERSSON","Chicago Marathon",2017,"2017-10-08","2:38:31",158.516666666667,NA,"female"
"CHRISTINA VERGARA ALESHIRE","Chicago Marathon",2017,"2017-10-08","2:38:33",158.55,FALSE,"female"
"KRISTEN HECKERT","Chicago Marathon",2017,"2017-10-08","2:38:54",158.9,FALSE,"female"
"CHIRINE NJEIM","Chicago Marathon",2017,"2017-10-08","2:39:21",159.35,TRUE,"female"
"STEPHANIE ANDRE","Chicago Marathon",2017,"2017-10-08","2:41:50",161.833333333333,TRUE,"female"
"CAITLIN CHRISMAN","Chicago Marathon",2017,"2017-10-08","2:43:57",163.95,FALSE,"female"
"ANITA PEREZ","Chicago Marathon",2017,"2017-10-08","2:44:04",164.066666666667,FALSE,"female"
"JENELLE DEATHERAGE","Chicago Marathon",2017,"2017-10-08","2:49:04",169.066666666667,NA,"female"
"LAUREN KERSJES","Chicago Marathon",2017,"2017-10-08","2:51:35",171.583333333333,FALSE,"female"
"SHURE DEMISE","Chicago Marathon",2018,"2018-10-07","2:22:15",142.25,FALSE,"female"
"FLORENCE KIPLAGAT","Chicago Marathon",2018,"2018-10-07","2:26:08",146.133333333333,FALSE,"female"
"SARAH CROUCH","Chicago Marathon",2018,"2018-10-07","2:32:37",152.616666666667,FALSE,"female"
"TAYLOR WARD","Chicago Marathon",2018,"2018-10-07","2:32:42",152.7,TRUE,"female"
"GWEN JORGENSEN","Chicago Marathon",2018,"2018-10-07","2:36:23",156.383333333333,TRUE,"female"
"AMANDA MARINO","Chicago Marathon",2018,"2018-10-07","2:38:04",158.066666666667,TRUE,"female"
"HILARY CORNO","Chicago Marathon",2018,"2018-10-07","2:42:13",162.216666666667,FALSE,"female"
"CHIRINE NJEIM","Chicago Marathon",2018,"2018-10-07","2:43:04",163.066666666667,NA,"female"
"JESSICA DRASKAU PETERSSON","Chicago Marathon",2018,"2018-10-07","2:44:11",164.183333333333,NA,"female"
"MERRILEE BLACKHAM","Chicago Marathon",2018,"2018-10-07","2:44:36",164.6,FALSE,"female"
"LINGLING JIN","Chicago Marathon",2018,"2018-10-07","2:48:06",168.1,FALSE,"female"
"YOLYMAR PINEDA","Chicago Marathon",2018,"2018-10-07","2:53:00",173,FALSE,"female"
"STEPHANIE BRUCE","Chicago Marathon",2019,"2019-10-13","2:27:47",147.783333333333,FALSE,"female"
"LINDSAY FLANAGAN","Chicago Marathon",2019,"2019-10-13","2:28:08",148.133333333333,FALSE,"female"
"LAURA THWEATT","Chicago Marathon",2019,"2019-10-13","2:29:06",149.1,FALSE,"female"
"LISA WEIGHTMAN","Chicago Marathon",2019,"2019-10-13","2:29:45",149.75,NA,"female"
"TAYLOR WARD","Chicago Marathon",2019,"2019-10-13","2:30:14",150.233333333333,TRUE,"female"
"JENNIFER BERGMAN","Chicago Marathon",2019,"2019-10-13","2:34:37",154.616666666667,TRUE,"female"
"JULIA ROMAN-DUVAL","Chicago Marathon",2019,"2019-10-13","2:35:41",155.683333333333,NA,"female"
"KRISTEN HECKERT","Chicago Marathon",2019,"2019-10-13","2:39:33",159.55,TRUE,"female"
"LAUREN KERSJES","Chicago Marathon",2019,"2019-10-13","2:42:29",162.483333333333,TRUE,"female"
"CHIRINE NJEIM","Chicago Marathon",2019,"2019-10-13","2:43:31",163.516666666667,TRUE,"female"
"JOVANA DE LA CRUZ CAPANI","Chicago Marathon",2019,"2019-10-13","2:43:41",163.683333333333,TRUE,"female"
"NATASHA LABEAUD","Chicago Marathon",2019,"2019-10-13","2:45:47",165.783333333333,FALSE,"female"
"LISSA ZIMMER","Chicago Marathon",2019,"2019-10-13","2:46:13",166.216666666667,FALSE,"female"
"JEN ROCK","Chicago Marathon",2019,"2019-10-13","2:48:24",168.4,FALSE,"female"
"LOICE KANGOGO","Columbus Marathon",2015,"2015-10-18","2:41:44",161.733333333333,FALSE,"female"
"ELLIE HESS","Columbus Marathon",2015,"2015-10-18","2:42:48",162.8,FALSE,"female"
"SARA POLATAS","Columbus Marathon",2015,"2015-10-18","2:43:41",163.683333333333,FALSE,"female"
"BECKI SPELLMAN","Columbus Marathon",2015,"2015-10-18","2:44:44",164.733333333333,FALSE,"female"
"ANNE FLOWER","Columbus Marathon",2016,"2016-10-16","2:42:25",162.416666666667,FALSE,"female"
"LOICE KANGOGO","Columbus Marathon",2016,"2016-10-16","2:43:01",163.016666666667,FALSE,"female"
"SARA POLATAS","Columbus Marathon",2016,"2016-10-16","2:50:46",170.766666666667,FALSE,"female"
"ANNE FLOWER","Columbus Marathon",2017,"2017-10-15","2:46:38",166.633333333333,FALSE,"female"
"ANNE FLOWER","Columbus Marathon",2018,"2018-10-21","2:42:22",162.366666666667,FALSE,"female"
"CLARA SANTUCCI","Columbus Marathon",2019,"2019-10-20","2:41:19",161.316666666667,TRUE,"female"
"CATHERINE WATKINS","Eugene Marathon",2015,"2015-05-10","2:42:35",162.583333333333,FALSE,"female"
"EMILY HARRISON","Eugene Marathon",2015,"2015-05-10","2:44:40",164.666666666667,FALSE,"female"
"ERIN VERGARA","Eugene Marathon",2015,"2015-05-10","2:45:01",165.016666666667,FALSE,"female"
"YELENA NANAZIASHVILI","Eugene Marathon",2017,"2017-05-07","2:44:11",164.183333333333,FALSE,"female"
"BECKI SPELLMAN","Eugene Marathon",2018,"2018-04-29","2:41:49",161.816666666667,TRUE,"female"
"JANE KIBII","Grandma's Marathon",2015,"2015-06-20","2:32:06",152.1,FALSE,"female"
"LINDSEY SCHERF","Grandma's Marathon",2015,"2015-06-20","2:32:19",152.316666666667,FALSE,"female"
"SARAH KIPTOO","Grandma's Marathon",2015,"2015-06-20","2:32:51",152.85,FALSE,"female"
"MARCI GAGE","Grandma's Marathon",2015,"2015-06-20","2:33:33",153.55,FALSE,"female"
"DOT MCMAHAN","Grandma's Marathon",2015,"2015-06-20","2:34:49",154.816666666667,FALSE,"female"
"CAITLIN COMFORT","Grandma's Marathon",2015,"2015-06-20","2:35:29",155.483333333333,FALSE,"female"
"SUSANNA SULLIVAN","Grandma's Marathon",2015,"2015-06-20","2:35:37",155.616666666667,FALSE,"female"
"KIMI REED","Grandma's Marathon",2015,"2015-06-20","2:38:34",158.566666666667,FALSE,"female"
"POLINA CARLSON","Grandma's Marathon",2015,"2015-06-20","2:39:25",159.416666666667,FALSE,"female"
"ERICA BRASWELL","Grandma's Marathon",2015,"2015-06-20","2:39:34",159.566666666667,FALSE,"female"
"JENELLE DEATHERAGE","Grandma's Marathon",2015,"2015-06-20","2:39:59",159.983333333333,FALSE,"female"
"CHRISTINA VERGARA ALESHIRE","Grandma's Marathon",2015,"2015-06-20","2:40:10",160.166666666667,FALSE,"female"
"CAROL SMITH","Grandma's Marathon",2015,"2015-06-20","2:40:20",160.333333333333,FALSE,"female"
"JEN ROCK","Grandma's Marathon",2015,"2015-06-20","2:40:55",160.916666666667,FALSE,"female"
"LORING CROWLEY","Grandma's Marathon",2015,"2015-06-20","2:40:55",160.916666666667,FALSE,"female"
"AMBER GREEN","Grandma's Marathon",2015,"2015-06-20","2:41:19",161.316666666667,FALSE,"female"
"KELSI NUTTER","Grandma's Marathon",2015,"2015-06-20","2:41:25",161.416666666667,FALSE,"female"
"COURTNEY BREWIS","Grandma's Marathon",2015,"2015-06-20","2:42:28",162.466666666667,FALSE,"female"
"CAITLIN SMITH","Grandma's Marathon",2015,"2015-06-20","2:42:40",162.666666666667,FALSE,"female"
"RACHEL HYLAND","Grandma's Marathon",2015,"2015-06-20","2:43:18",163.3,FALSE,"female"
"ANITA PEREZ","Grandma's Marathon",2015,"2015-06-20","2:43:39",163.65,FALSE,"female"
"MELISSA HARDESTY","Grandma's Marathon",2015,"2015-06-20","2:43:54",163.9,FALSE,"female"
"LAUREN FOG","Grandma's Marathon",2015,"2015-06-20","2:44:58",164.966666666667,FALSE,"female"
"BECKI SPELLMAN","Grandma's Marathon",2015,"2015-06-20","2:47:34",167.566666666667,FALSE,"female"
"CHRISTINE SHAW","Grandma's Marathon",2015,"2015-06-20","2:48:30",168.5,FALSE,"female"
"LINNABAH SNYDER","Grandma's Marathon",2015,"2015-06-20","2:52:24",172.4,FALSE,"female"
"SARAH KIPTOO","Grandma's Marathon",2016,"2016-06-18","2:33:28",153.466666666667,FALSE,"female"
"SERKALEM ABRHA","Grandma's Marathon",2016,"2016-06-18","2:34:20",154.333333333333,FALSE,"female"
"CLARA SANTUCCI","Grandma's Marathon",2016,"2016-06-18","2:34:55",154.916666666667,FALSE,"female"
"LAUREN JIMISON","Grandma's Marathon",2016,"2016-06-18","2:35:30",155.5,FALSE,"female"
"KELSEY BRUCE","Grandma's Marathon",2016,"2016-06-18","2:36:07",156.116666666667,FALSE,"female"
"HEATHER LIEBERG","Grandma's Marathon",2016,"2016-06-18","2:36:53",156.883333333333,FALSE,"female"
"SARAH CUMMINGS","Grandma's Marathon",2016,"2016-06-18","2:36:58",156.966666666667,FALSE,"female"
"ESTHER ATKINS","Grandma's Marathon",2016,"2016-06-18","2:37:26",157.433333333333,FALSE,"female"
"GISELA OLALDE GRANADOS","Grandma's Marathon",2016,"2016-06-18","2:39:44",159.733333333333,FALSE,"female"
"YELENA NANAZIASHVILI","Grandma's Marathon",2016,"2016-06-18","2:43:27",163.45,FALSE,"female"
"AMANDA PHILLIPS","Grandma's Marathon",2016,"2016-06-18","2:44:26",164.433333333333,FALSE,"female"
"LOICE KANGOGO","Grandma's Marathon",2016,"2016-06-18","2:45:02",165.033333333333,FALSE,"female"
"SERKALEM ABRHA","Grandma's Marathon",2017,"2017-06-17","2:34:08",154.133333333333,FALSE,"female"
"JANE KIBII","Grandma's Marathon",2017,"2017-06-17","2:34:47",154.783333333333,FALSE,"female"
"LINDSEY SCHERF","Grandma's Marathon",2017,"2017-06-17","2:35:02",155.033333333333,FALSE,"female"
"OBSIE BIRRU","Grandma's Marathon",2017,"2017-06-17","2:40:24",160.4,FALSE,"female"
"AYANTU DAKEBO","Grandma's Marathon",2017,"2017-06-17","2:46:59",166.983333333333,FALSE,"female"
"MARY AKOR BEASLEY","Grandma's Marathon",2017,"2017-06-17","2:53:32",173.533333333333,FALSE,"female"
"KELLYN TAYLOR","Grandma's Marathon",2018,"2018-06-16","2:24:28",144.466666666667,FALSE,"female"
"SERKALEM ABRHA","Grandma's Marathon",2018,"2018-06-16","2:33:44",153.733333333333,TRUE,"female"
"HEATHER LIEBERG","Grandma's Marathon",2018,"2018-06-16","2:37:41",157.683333333333,TRUE,"female"
"ANITA PEREZ","Grandma's Marathon",2018,"2018-06-16","2:39:29",159.483333333333,FALSE,"female"
"AMANDA SCOTT","Grandma's Marathon",2018,"2018-06-16","2:42:02",162.033333333333,FALSE,"female"
"KELLY CALWAY","Grandma's Marathon",2018,"2018-06-16","2:42:26",162.433333333333,TRUE,"female"
"CAITLIN SMITH","Grandma's Marathon",2018,"2018-06-16","2:43:09",163.15,TRUE,"female"
"AMBER GREEN","Grandma's Marathon",2018,"2018-06-16","2:43:48",163.8,FALSE,"female"
"KELBY LAUGHNER","Grandma's Marathon",2018,"2018-06-16","2:44:23",164.383333333333,FALSE,"female"
"ANDIE COZZARELLI","Grandma's Marathon",2018,"2018-06-16","2:48:45",168.75,FALSE,"female"
"CAROL SMITH","Grandma's Marathon",2018,"2018-06-16","2:49:34",169.566666666667,FALSE,"female"
"AMANDA MARINO","Grandma's Marathon",2019,"2019-06-22","2:35:04",155.066666666667,FALSE,"female"
"SARAH CUMMINGS","Grandma's Marathon",2019,"2019-06-22","2:36:05",156.083333333333,TRUE,"female"
"SARAH KIPTOO","Grandma's Marathon",2019,"2019-06-22","2:38:46",158.766666666667,FALSE,"female"
"MARY AKOR BEASLEY","Grandma's Marathon",2019,"2019-06-22","2:39:03",159.05,FALSE,"female"
"HEATHER LIEBERG","Grandma's Marathon",2019,"2019-06-22","2:40:38",160.633333333333,TRUE,"female"
"JENELLE DEATHERAGE","Grandma's Marathon",2019,"2019-06-22","2:41:11",161.183333333333,FALSE,"female"
"POLINA CARLSON","Grandma's Marathon",2019,"2019-06-22","2:53:17",173.283333333333,TRUE,"female"
"ANDIE COZZARELLI","Grandma's Marathon",2019,"2019-06-22","2:59:05",179.083333333333,FALSE,"female"
"YEBRGUAL ARAGE","Houston Marathon",2015,"2015-01-18","2:23:23",143.383333333333,FALSE,"female"
"GUTENI IMANA","Houston Marathon",2015,"2015-01-18","2:23:32",143.533333333333,FALSE,"female"
"BIRUKTAIT DEGEFA","Houston Marathon",2015,"2015-01-18","2:23:51",143.85,FALSE,"female"
"SECHALE DALASA","Houston Marathon",2015,"2015-01-18","2:27:12",147.2,FALSE,"female"
"FATUMA SADO","Houston Marathon",2015,"2015-01-18","2:28:27",148.45,FALSE,"female"
"KELLYN TAYLOR","Houston Marathon",2015,"2015-01-18","2:28:40",148.666666666667,FALSE,"female"
"SERENA BURLA","Houston Marathon",2015,"2015-01-18","2:31:46",151.766666666667,FALSE,"female"
"VIANEY DE LA ROSA","Houston Marathon",2015,"2015-01-18","2:32:01",152.016666666667,FALSE,"female"
"LINDSAY FLANAGAN","Houston Marathon",2015,"2015-01-18","2:33:12",153.2,FALSE,"female"
"TAYLOR WARD","Houston Marathon",2015,"2015-01-18","2:38:32",158.533333333333,FALSE,"female"
"LINGLING JIN","Houston Marathon",2015,"2015-01-18","2:39:14",159.233333333333,FALSE,"female"
"KATE PALLARDY","Houston Marathon",2015,"2015-01-18","2:40:15",160.25,FALSE,"female"
"DANIELLE MILLER","Houston Marathon",2015,"2015-01-18","2:41:32",161.533333333333,FALSE,"female"
"CATHERINE WATKINS","Houston Marathon",2015,"2015-01-18","2:44:59",164.983333333333,FALSE,"female"
"MADELINE DUHON","Houston Marathon",2015,"2015-01-18","2:49:41",169.683333333333,FALSE,"female"
"BIRUKTAIT DEGEFA","Houston Marathon",2016,"2016-01-17","2:26:07",146.116666666667,FALSE,"female"
"LISA WEIGHTMAN","Houston Marathon",2016,"2016-01-17","2:27:35",147.583333333333,FALSE,"female"
"SECHALE DALASA","Houston Marathon",2016,"2016-01-17","2:28:43",148.716666666667,FALSE,"female"
"MARGARITA HERNANDEZ FLORES","Houston Marathon",2016,"2016-01-17","2:29:57",149.95,FALSE,"female"
"JOVANA DE LA CRUZ CAPANI","Houston Marathon",2016,"2016-01-17","2:31:33",151.55,FALSE,"female"
"RACHEL HANNAH","Houston Marathon",2016,"2016-01-17","2:32:09",152.15,FALSE,"female"
"AGNIESZKA GORTEL-MACIUK","Houston Marathon",2016,"2016-01-17","2:33:19",153.316666666667,FALSE,"female"
"GUTENI SHONE","Houston Marathon",2016,"2016-01-17","2:33:19",153.316666666667,FALSE,"female"
"ALIPHINE TULIAMUK-BOLTON","Houston Marathon",2016,"2016-01-17","2:35:35",155.583333333333,FALSE,"female"
"CINTHYA PAUCAR SEGURA","Houston Marathon",2016,"2016-01-17","2:39:58",159.966666666667,FALSE,"female"
"AYANTU DAKEBO","Houston Marathon",2016,"2016-01-17","2:41:35",161.583333333333,FALSE,"female"
"PAREDES SILVIA","Houston Marathon",2016,"2016-01-17","2:42:05",162.083333333333,FALSE,"female"
"JANE VONGVORACHOTI","Houston Marathon",2016,"2016-01-17","2:42:09",162.15,FALSE,"female"
"MARIA ELENA CALLE","Houston Marathon",2016,"2016-01-17","2:42:19",162.316666666667,FALSE,"female"
"ESMERALDA REBOLLEDO SALGADO","Houston Marathon",2016,"2016-01-17","2:42:32",162.533333333333,FALSE,"female"
"MEGAN SALOOM","Houston Marathon",2016,"2016-01-17","2:43:04",163.066666666667,FALSE,"female"
"KATIE SCHIEMANN","Houston Marathon",2016,"2016-01-17","2:43:50",163.833333333333,FALSE,"female"
"AMANDA SCOTT","Houston Marathon",2016,"2016-01-17","2:44:10",164.166666666667,FALSE,"female"
"AMY ROBILLARD","Houston Marathon",2016,"2016-01-17","2:44:16",164.266666666667,FALSE,"female"
"CHIRINE NJEIM","Houston Marathon",2016,"2016-01-17","2:44:19",164.316666666667,FALSE,"female"
"CAROLINE BOLLER","Houston Marathon",2016,"2016-01-17","2:44:25",164.416666666667,FALSE,"female"
"KATHERINE LORENA VELASQUEZ CAIZA","Houston Marathon",2016,"2016-01-17","2:44:32",164.533333333333,FALSE,"female"
"NATTHAYA THANARONNAWAT","Houston Marathon",2016,"2016-01-17","2:44:45",164.75,FALSE,"female"
"AILSA MACDONALD","Houston Marathon",2016,"2016-01-17","2:44:56",164.933333333333,FALSE,"female"
"MELISSA TANNER","Houston Marathon",2016,"2016-01-17","2:48:01",168.016666666667,FALSE,"female"
"MESKEREM ASSEFA","Houston Marathon",2017,"2017-01-15","2:30:18",150.3,FALSE,"female"
"BIRUKTAIT DEGEFA","Houston Marathon",2017,"2017-01-15","2:30:44",150.733333333333,FALSE,"female"
"REBECCA (BECKY) WADE","Houston Marathon",2017,"2017-01-15","2:35:57",155.95,FALSE,"female"
"SERKALEM ABRHA","Houston Marathon",2017,"2017-01-15","2:36:47",156.783333333333,FALSE,"female"
"SARAH CROUCH","Houston Marathon",2017,"2017-01-15","2:38:37",158.616666666667,FALSE,"female"
"ROCIO CANTARA ROJAS","Houston Marathon",2017,"2017-01-15","2:49:51",169.85,NA,"female"
"BIRUKTAIT DEGEFA","Houston Marathon",2018,"2018-01-14","2:24:51",144.85,FALSE,"female"
"SARAH CROUCH","Houston Marathon",2018,"2018-01-14","2:35:22",155.366666666667,FALSE,"female"
"POLINA CARLSON","Houston Marathon",2018,"2018-01-14","2:39:43",159.716666666667,FALSE,"female"
"KATIE SCHIEMANN","Houston Marathon",2018,"2018-01-14","2:44:27",164.45,FALSE,"female"
"LEAH FROST","Houston Marathon",2018,"2018-01-14","2:46:19",166.316666666667,NA,"female"
"MERRILEE BLACKHAM","Houston Marathon",2018,"2018-01-14","2:49:18",169.3,NA,"female"
"CAITLIN SMITH","Houston Marathon",2018,"2018-01-14","2:50:33",170.55,FALSE,"female"
"BIRUKTAIT DEGEFA","Houston Marathon",2019,"2019-01-20","2:23:28",143.466666666667,FALSE,"female"
"SECHALE DALASA","Houston Marathon",2019,"2019-01-20","2:28:46",148.766666666667,TRUE,"female"
"KELSEY BRUCE","Houston Marathon",2019,"2019-01-20","2:31:53",151.883333333333,TRUE,"female"
"MADELINE DUHON","Houston Marathon",2019,"2019-01-20","2:38:32",158.533333333333,FALSE,"female"
"POLINA CARLSON","Houston Marathon",2019,"2019-01-20","2:38:33",158.55,TRUE,"female"
"LAUREN KERSJES","Houston Marathon",2019,"2019-01-20","2:41:44",161.733333333333,TRUE,"female"
"LAUREN FOG","Houston Marathon",2019,"2019-01-20","2:43:19",163.316666666667,TRUE,"female"
"ELIZABETH NORTHERN","Houston Marathon",2019,"2019-01-20","2:43:57",163.95,FALSE,"female"
"CHIRINE NJEIM","Houston Marathon",2019,"2019-01-20","2:45:33",165.55,TRUE,"female"
"DANIELLE MILLER","Houston Marathon",2019,"2019-01-20","3:34:08",214.133333333333,NA,"female"
"NICOLE MICHMERHUIZEN","Indianapolis Mon Marathon",2015,"2015-11-07","2:41:38",161.633333333333,FALSE,"female"
"MELISSA HARDESTY","Indianapolis Mon Marathon",2015,"2015-11-07","2:45:09",165.15,FALSE,"female"
"KATIE SCHIEMANN","Indianapolis Mon Marathon",2015,"2015-11-07","2:45:38",165.633333333333,FALSE,"female"
"ANDIE COZZARELLI","Indianapolis Mon Marathon",2016,"2016-11-05","2:38:47",158.783333333333,FALSE,"female"
"ANNE FLOWER","Indianapolis Mon Marathon",2016,"2016-11-05","2:40:32",160.533333333333,FALSE,"female"
"KELBY LAUGHNER","Indianapolis Mon Marathon",2016,"2016-11-05","2:44:31",164.516666666667,FALSE,"female"
"KELBY LAUGHNER","Indianapolis Mon Marathon",2017,"2017-11-04","2:49:01",169.016666666667,FALSE,"female"
"WHITNEY BEVINS","Indianapolis Mon Marathon",2017,"2017-11-04","2:59:28",179.466666666667,NA,"female"
"LAURIE KNOWLES","Indianapolis Mon Marathon",2018,"2018-11-03","2:37:50",157.833333333333,TRUE,"female"
"ERIN VERGARA","Indianapolis Mon Marathon",2018,"2018-11-03","2:44:46",164.766666666667,TRUE,"female"
"AMY ROBILLARD","Indianapolis Mon Marathon",2018,"2018-11-03","2:46:42",166.7,FALSE,"female"
"ANDIE COZZARELLI","Indianapolis Mon Marathon",2018,"2018-11-03","2:47:11",167.183333333333,FALSE,"female"
"KELBY LAUGHNER","Indianapolis Mon Marathon",2018,"2018-11-03","3:14:47",194.783333333333,FALSE,"female"
"WHITNEY BEVINS","Indianapolis Mon Marathon",2018,"2018-11-03","3:28:26",208.433333333333,NA,"female"
"DOT MCMAHAN","Indianapolis Mon Marathon",2019,"2019-11-09","2:35:30",155.5,FALSE,"female"
"AMANDA SCOTT","Indianapolis Mon Marathon",2019,"2019-11-09","2:43:25",163.416666666667,TRUE,"female"
"MELISSA JOHNSON-WHITE","Indianapolis Mon Marathon",2019,"2019-11-09","2:43:37",163.616666666667,FALSE,"female"
"AMY ROBILLARD","Indianapolis Mon Marathon",2019,"2019-11-09","2:43:51",163.85,TRUE,"female"
"ANDIE COZZARELLI","Indianapolis Mon Marathon",2019,"2019-11-09","2:49:24",169.4,FALSE,"female"
"WHITNEY BEVINS","Indianapolis Mon Marathon",2019,"2019-11-09","2:56:18",176.3,TRUE,"female"
"OGLA JERONO KIMAIYO","LA Marathon",2015,"2015-03-15","2:34:10",154.166666666667,FALSE,"female"
"NATALYA PUCHKOVA","LA Marathon",2015,"2015-03-15","2:34:33",154.55,FALSE,"female"
"BLAKE RUSSELL","LA Marathon",2015,"2015-03-15","2:34:57",154.95,FALSE,"female"
"MAO KURODA","LA Marathon",2015,"2015-03-15","2:35:04",155.066666666667,FALSE,"female"
"HEATHER LIEBERG","LA Marathon",2015,"2015-03-15","2:35:32",155.533333333333,FALSE,"female"
"BRIANNE NELSON","LA Marathon",2015,"2015-03-15","2:36:07",156.116666666667,FALSE,"female"
"JODIE ROBERTSON","LA Marathon",2015,"2015-03-15","2:36:18",156.3,FALSE,"female"
"REBECCA (BECKY) WADE","LA Marathon",2015,"2015-03-15","2:37:30",157.5,FALSE,"female"
"KATHLEEN DICAMILLO","LA Marathon",2015,"2015-03-15","2:37:59",157.983333333333,FALSE,"female"
"LAUREN JIMISON","LA Marathon",2015,"2015-03-15","2:39:16",159.266666666667,FALSE,"female"
"MEGHAN PEYTON","LA Marathon",2015,"2015-03-15","2:41:50",161.833333333333,FALSE,"female"
"SARAH CUMMINGS","LA Marathon",2015,"2015-03-15","2:42:20",162.333333333333,FALSE,"female"
"RACHEL JATEN","LA Marathon",2015,"2015-03-15","2:42:29",162.483333333333,FALSE,"female"
"SIMEGN ABNET","LA Marathon",2015,"2015-03-15","2:44:17",164.283333333333,FALSE,"female"
"CHRISTINA VERGARA ALESHIRE","LA Marathon",2015,"2015-03-15","2:44:29",164.483333333333,FALSE,"female"
"MELISSA JOHNSON-WHITE","LA Marathon",2015,"2015-03-15","2:44:40",164.666666666667,FALSE,"female"
"AMBER WHITE","LA Marathon",2015,"2015-03-15","2:47:54",167.9,FALSE,"female"
"SARA HALL","LA Marathon",2015,"2015-03-15","2:48:02",168.033333333333,FALSE,"female"
"CAITLIN SMITH","LA Marathon",2015,"2015-03-15","2:51:03",171.05,FALSE,"female"
"MARY JOY TABAL","LA Marathon",2015,"2015-03-15","2:51:24",171.4,FALSE,"female"
"ALEXANDRA BERNARDI","LA Marathon",2015,"2015-03-15","2:53:11",173.183333333333,FALSE,"female"
"NATALIYA LEHONKOVA","LA Marathon",2016,"2016-02-14","2:30:40",150.666666666667,FALSE,"female"
"SERKALEM ABRHA","LA Marathon",2016,"2016-02-14","2:32:24",152.4,FALSE,"female"
"JULIA BUDNIAK","LA Marathon",2016,"2016-02-14","2:44:44",164.733333333333,FALSE,"female"
"JANE KIBII","LA Marathon",2017,"2017-03-19","2:36:14",156.233333333333,FALSE,"female"
"BIRUKTAIT DEGEFA","LA Marathon",2017,"2017-03-19","2:43:23",163.383333333333,FALSE,"female"
"HEATHER LIEBERG","LA Marathon",2017,"2017-03-19","2:43:43",163.716666666667,FALSE,"female"
"ANNA WEBER","LA Marathon",2017,"2017-03-19","3:44:34",224.566666666667,NA,"female"
"CHRISTINA VERGARA ALESHIRE","LA Marathon",2018,"2018-03-18","2:34:24",154.4,FALSE,"female"
"JANE KIBII","LA Marathon",2018,"2018-03-18","2:34:34",154.566666666667,FALSE,"female"
"HEATHER LIEBERG","LA Marathon",2018,"2018-03-18","2:38:29",158.483333333333,FALSE,"female"
"CYNTHIA JEROP","LA Marathon",2019,"2019-03-24","2:25:55",145.916666666667,NA,"female"
"JANE KIBII","LA Marathon",2019,"2019-03-24","2:32:14",152.233333333333,NA,"female"
"TAYLOR WARD","LA Marathon",2019,"2019-03-24","2:36:27",156.45,NA,"female"
"MELISSA BURKART","Lakefront Marathon",2015,"2015-10-04","2:43:40",163.666666666667,FALSE,"female"
"MARY KEITANY","New York City Marathon",2015,"2015-11-01","2:24:25",144.416666666667,FALSE,"female"
"ASELEFECH MERGIA","New York City Marathon",2015,"2015-11-01","2:25:32",145.533333333333,FALSE,"female"
"TIGIST TUFA","New York City Marathon",2015,"2015-11-01","2:25:50",145.833333333333,FALSE,"female"
"SARA MOREIRA","New York City Marathon",2015,"2015-11-01","2:25:53",145.883333333333,FALSE,"female"
"CHRISTELLE DAUNAY","New York City Marathon",2015,"2015-11-01","2:26:57",146.95,FALSE,"female"
"PRISCAH JEPTOO","New York City Marathon",2015,"2015-11-01","2:27:03",147.05,FALSE,"female"
"LAURA THWEATT","New York City Marathon",2015,"2015-11-01","2:28:23",148.383333333333,FALSE,"female"
"JELENA PROKOPCUKA","New York City Marathon",2015,"2015-11-01","2:28:46",148.766666666667,FALSE,"female"
"ANNA INCERTI","New York City Marathon",2015,"2015-11-01","2:33:13",153.216666666667,FALSE,"female"
"CAROLINE ROTICH","New York City Marathon",2015,"2015-11-01","2:33:19",153.316666666667,FALSE,"female"
"ROCIO CANTARA ROJAS","New York City Marathon",2015,"2015-11-01","2:37:05",157.083333333333,FALSE,"female"
"CASSIE FIEN","New York City Marathon",2015,"2015-11-01","2:38:53",158.883333333333,FALSE,"female"
"TERESA MCWALTERS","New York City Marathon",2015,"2015-11-01","2:40:37",160.616666666667,FALSE,"female"
"MARISOL ROMERO","New York City Marathon",2015,"2015-11-01","2:41:50",161.833333333333,FALSE,"female"
"BEVERLY RAMOS","New York City Marathon",2015,"2015-11-01","2:41:56",161.933333333333,FALSE,"female"
"EMMA NORDLING","New York City Marathon",2015,"2015-11-01","2:43:28",163.466666666667,FALSE,"female"
"CHANGQIN DING","New York City Marathon",2015,"2015-11-01","2:44:02",164.033333333333,FALSE,"female"
"CAROLINE WOSTMANN","New York City Marathon",2015,"2015-11-01","2:44:26",164.433333333333,FALSE,"female"
"HILARY CORNO","New York City Marathon",2015,"2015-11-01","2:45:53",165.883333333333,FALSE,"female"
"STEPHANIE ANDRE","New York City Marathon",2015,"2015-11-01","2:59:23",179.383333333333,FALSE,"female"
"MARY KEITANY","New York City Marathon",2016,"2016-11-06","2:24:26",144.433333333333,FALSE,"female"
"SALLY KIPYEGO","New York City Marathon",2016,"2016-11-06","2:28:01",148.016666666667,FALSE,"female"
